Gene ID	Human associated gene name	Human gene stable ID
ENSMUSG00000058119	PRSS3	ENSG00000010438
ENSMUSG00000058119	PRSS1	ENSG00000204983
ENSMUSG00000106157		
ENSMUSG00000110833		
ENSMUSG00000107674		
ENSMUSG00000039470	ZDHHC2	ENSG00000104219
ENSMUSG00000036985	ZDHHC9	ENSG00000188706
ENSMUSG00000024571	NAA11	ENSG00000156269
ENSMUSG00000017421	ZNF207	ENSG00000010244
ENSMUSG00000087441		
ENSMUSG00000034648	LRRN1	ENSG00000175928
ENSMUSG00000029204	RHOH	ENSG00000168421
ENSMUSG00000026125		
ENSMUSG00000103397		
ENSMUSG00000007209		
ENSMUSG00000081408		
ENSMUSG00000043924	NCMAP	ENSG00000184454
ENSMUSG00000079263	SLCO1A2	ENSG00000084453
ENSMUSG00000045678		
ENSMUSG00000107496		
ENSMUSG00000074832	CTD-3105H18.18	ENSG00000269755
ENSMUSG00000074832	CTD-2006C1.10	ENSG00000257355
ENSMUSG00000074832	ZNF625-ZNF20	ENSG00000213297
ENSMUSG00000074832	CTD-3105H18.14	ENSG00000268744
ENSMUSG00000042184		
ENSMUSG00000039156	STIM2	ENSG00000109689
ENSMUSG00000106086		
ENSMUSG00000091027		
ENSMUSG00000103005		
ENSMUSG00000104612		
ENSMUSG00000028417	TAL2	ENSG00000186051
ENSMUSG00000108822		
ENSMUSG00000101626		
ENSMUSG00000101920		
ENSMUSG00000027985	LEF1	ENSG00000138795
ENSMUSG00000059014		
ENSMUSG00000107475		
ENSMUSG00000105401		
ENSMUSG00000031556	TM2D2	ENSG00000169490
ENSMUSG00000091022		
ENSMUSG00000086486		
ENSMUSG00000012211	TEX22	ENSG00000226174
ENSMUSG00000084403		
ENSMUSG00000103752		
ENSMUSG00000039849	PCIF1	ENSG00000100982
ENSMUSG00000101091		
ENSMUSG00000099429		
ENSMUSG00000010122	SLC47A1	ENSG00000142494
ENSMUSG00000108009		
ENSMUSG00000040040	IFT88	ENSG00000032742
ENSMUSG00000111698		
ENSMUSG00000099997		
ENSMUSG00000102663		
ENSMUSG00000033931	RBM34	ENSG00000188739
ENSMUSG00000053334	FICD	ENSG00000198855
ENSMUSG00000081943		
ENSMUSG00000103172		
ENSMUSG00000096897		
ENSMUSG00000028356	AMBP	ENSG00000106927
ENSMUSG00000060961	SLC4A4	ENSG00000080493
ENSMUSG00000034639	SETMAR	ENSG00000170364
ENSMUSG00000067736		
ENSMUSG00000100131		
ENSMUSG00000045817	ZFP36L2	ENSG00000152518
ENSMUSG00000109657		
ENSMUSG00000091563		
ENSMUSG00000031516	DCTN6	ENSG00000104671
ENSMUSG00000110372		
ENSMUSG00000110343		
ENSMUSG00000098235		
ENSMUSG00000031508	ANKRD10	ENSG00000088448
ENSMUSG00000090292		
ENSMUSG00000022228	ZSCAN26	ENSG00000197062
ENSMUSG00000086226		
ENSMUSG00000057223		
ENSMUSG00000040502	MARCH9	ENSG00000139266
ENSMUSG00000000617	GRM6	ENSG00000113262
ENSMUSG00000103355		
ENSMUSG00000111611	OR13C7	ENSG00000243641
ENSMUSG00000102706		
ENSMUSG00000102551		
ENSMUSG00000087247	FAM150A	ENSG00000196711
ENSMUSG00000055313	PGBD1	ENSG00000137338
ENSMUSG00000030598	FBXO17	ENSG00000269190
ENSMUSG00000092039		
ENSMUSG00000094191		
ENSMUSG00000026701	PRDX6	ENSG00000117592
ENSMUSG00000083838		
ENSMUSG00000104023		
ENSMUSG00000008036	AP2S1	ENSG00000042753
ENSMUSG00000096437		
ENSMUSG00000061387	OR10W1	ENSG00000172772
ENSMUSG00000048644	CTXN1	ENSG00000178531
ENSMUSG00000039431	MTMR7	ENSG00000003987
ENSMUSG00000071000		
ENSMUSG00000055312		
ENSMUSG00000084032		
ENSMUSG00000107447		
ENSMUSG00000102255		
ENSMUSG00000082212		
ENSMUSG00000051156	OR10Q1	ENSG00000180475
ENSMUSG00000107418		
ENSMUSG00000085788		
ENSMUSG00000108135		
ENSMUSG00000108209		
ENSMUSG00000111082		
ENSMUSG00000042138	MSANTD2	ENSG00000120458
ENSMUSG00000101116		
ENSMUSG00000038717	ATP5L	ENSG00000167283
ENSMUSG00000038717	ATP5L2	ENSG00000249222
ENSMUSG00000103365		
ENSMUSG00000028420	TMEM38B	ENSG00000095209
ENSMUSG00000107821		
ENSMUSG00000048721	FNDC9	ENSG00000172568
ENSMUSG00000079036	ALKBH1	ENSG00000100601
ENSMUSG00000103845		
ENSMUSG00000090764		
ENSMUSG00000028583	PDPN	ENSG00000162493
ENSMUSG00000024424	TTC39C	ENSG00000168234
ENSMUSG00000081078		
ENSMUSG00000023832	ACAT2	ENSG00000120437
ENSMUSG00000037855	ZNF365	ENSG00000138311
ENSMUSG00000013833	MED16	ENSG00000175221
ENSMUSG00000017737	MMP9	ENSG00000100985
ENSMUSG00000020340	CYFIP2	ENSG00000055163
ENSMUSG00000099527		
ENSMUSG00000075188		
ENSMUSG00000081238		
ENSMUSG00000102401		
ENSMUSG00000107254		
ENSMUSG00000005973	RCN1	ENSG00000049449
ENSMUSG00000104427		
ENSMUSG00000110993		
ENSMUSG00000101803		
ENSMUSG00000026124	CFC1	ENSG00000136698
ENSMUSG00000026124	CFC1B	ENSG00000152093
ENSMUSG00000026571	DCAF6	ENSG00000143164
ENSMUSG00000005891		
ENSMUSG00000038954	SUPT3H	ENSG00000196284
ENSMUSG00000038954	AL161905.1	ENSG00000283553
ENSMUSG00000002190	CLGN	ENSG00000153132
ENSMUSG00000011751	SPTBN4	ENSG00000160460
ENSMUSG00000038828	TMEM214	ENSG00000119777
ENSMUSG00000039067	PSMD7	ENSG00000103035
ENSMUSG00000097509		
ENSMUSG00000000266	MID2	ENSG00000080561
ENSMUSG00000081611		
ENSMUSG00000026427	EIF2D	ENSG00000143486
ENSMUSG00000037529		
ENSMUSG00000034875	NUDT19	ENSG00000213965
ENSMUSG00000069041	SLC25A31	ENSG00000151475
ENSMUSG00000101045		
ENSMUSG00000022096	HR	ENSG00000168453
ENSMUSG00000092090		
ENSMUSG00000085277		
ENSMUSG00000033392	CLASP2	ENSG00000163539
ENSMUSG00000099920		
ENSMUSG00000082006		
ENSMUSG00000099622		
ENSMUSG00000102915		
ENSMUSG00000101021		
ENSMUSG00000021040	SLIRP	ENSG00000119705
ENSMUSG00000108016		
ENSMUSG00000024617	CAMK2A	ENSG00000070808
ENSMUSG00000031165	WAS	ENSG00000015285
ENSMUSG00000107105		
ENSMUSG00000022269	MARCH11	ENSG00000183654
ENSMUSG00000107740		
ENSMUSG00000103829		
ENSMUSG00000086764		
ENSMUSG00000086541		
ENSMUSG00000110429		
ENSMUSG00000031112	STK26	ENSG00000134602
ENSMUSG00000029831	NPVF	ENSG00000105954
ENSMUSG00000082617		
ENSMUSG00000026616	CR2	ENSG00000117322
ENSMUSG00000052373	MPP3	ENSG00000161647
ENSMUSG00000099430		
ENSMUSG00000028861	MRPS15	ENSG00000116898
ENSMUSG00000022367	HAS2	ENSG00000170961
ENSMUSG00000005413	HMOX1	ENSG00000100292
ENSMUSG00000107672		
ENSMUSG00000100306		
ENSMUSG00000073394		
ENSMUSG00000083956		
ENSMUSG00000090048		
ENSMUSG00000031155	PIM2	ENSG00000102096
ENSMUSG00000029310	NUDT9	ENSG00000170502
ENSMUSG00000097635		
ENSMUSG00000031601	CNOT7	ENSG00000198791
ENSMUSG00000058908	PLA2G2A	ENSG00000188257
ENSMUSG00000079391		
ENSMUSG00000003154	FOXJ2	ENSG00000065970
ENSMUSG00000059201	LEP	ENSG00000174697
ENSMUSG00000048728	ZNF454	ENSG00000178187
ENSMUSG00000100229		
ENSMUSG00000030017	REG3G	ENSG00000143954
ENSMUSG00000030017	REG3A	ENSG00000172016
ENSMUSG00000029169	DHX15	ENSG00000109606
ENSMUSG00000082709		
ENSMUSG00000094072		
ENSMUSG00000035953	TMEM55B	ENSG00000165782
ENSMUSG00000091114		
ENSMUSG00000099485		
ENSMUSG00000006728	CDK4	ENSG00000135446
ENSMUSG00000025781	ATP5C1	ENSG00000165629
ENSMUSG00000100099		
ENSMUSG00000091368		
ENSMUSG00000068200		
ENSMUSG00000100495		
ENSMUSG00000029924	SLC37A3	ENSG00000157800
ENSMUSG00000099548		
ENSMUSG00000085985		
ENSMUSG00000028360	SLC44A5	ENSG00000137968
ENSMUSG00000100413		
ENSMUSG00000036131	FRMD7	ENSG00000165694
ENSMUSG00000087345		
ENSMUSG00000041193	PLA2G5	ENSG00000127472
ENSMUSG00000100570		
ENSMUSG00000051427	CCDC157	ENSG00000187860
ENSMUSG00000085595		
ENSMUSG00000017064		
ENSMUSG00000044393	DSG2	ENSG00000046604
ENSMUSG00000056380	GPR50	ENSG00000102195
ENSMUSG00000074240	CIB3	ENSG00000141977
ENSMUSG00000017740	SLC12A5	ENSG00000124140
ENSMUSG00000110648		
ENSMUSG00000074179	GSTA3	ENSG00000174156
ENSMUSG00000074179	GSTA5	ENSG00000182793
ENSMUSG00000074179	GSTA2	ENSG00000244067
ENSMUSG00000074179	GSTA1	ENSG00000243955
ENSMUSG00000031297	SLC7A3	ENSG00000165349
ENSMUSG00000035355	KCNH4	ENSG00000089558
ENSMUSG00000107667		
ENSMUSG00000034930	RTKN	ENSG00000114993
ENSMUSG00000083262		
ENSMUSG00000107978		
ENSMUSG00000109759		
ENSMUSG00000071517	PRSS2	ENSG00000275896
ENSMUSG00000071517	PRSS3	ENSG00000010438
ENSMUSG00000071517	PRSS1	ENSG00000204983
ENSMUSG00000057894	ZNF329	ENSG00000181894
ENSMUSG00000082337		
ENSMUSG00000029205	CHRNA9	ENSG00000174343
ENSMUSG00000106035		
ENSMUSG00000107993		
ENSMUSG00000102628		
ENSMUSG00000100595		
ENSMUSG00000082728		
ENSMUSG00000106500		
ENSMUSG00000075187	OR8J3	ENSG00000167822
ENSMUSG00000075187	OR8J1	ENSG00000172487
ENSMUSG00000090114		
ENSMUSG00000097426		
ENSMUSG00000104622		
ENSMUSG00000081573		
ENSMUSG00000047632	FGFBP3	ENSG00000174721
ENSMUSG00000047261	GAP43	ENSG00000172020
ENSMUSG00000039057	MYO16	ENSG00000041515
ENSMUSG00000091983		
ENSMUSG00000107049		
ENSMUSG00000075186	OR8K3	ENSG00000280314
ENSMUSG00000106768		
ENSMUSG00000097089		
ENSMUSG00000051497	KCNJ16	ENSG00000153822
ENSMUSG00000003039	FAM32A	ENSG00000105058
ENSMUSG00000110492		
ENSMUSG00000036114	RPP25L	ENSG00000164967
ENSMUSG00000111384		
ENSMUSG00000026637	TRAF5	ENSG00000082512
ENSMUSG00000063480	SNU13	ENSG00000100138
ENSMUSG00000111010		
ENSMUSG00000083411		
ENSMUSG00000108516		
ENSMUSG00000108315		
ENSMUSG00000102707		
ENSMUSG00000085142		
ENSMUSG00000036073	GALT	ENSG00000213930
ENSMUSG00000108532		
ENSMUSG00000101691		
ENSMUSG00000107086		
ENSMUSG00000107488		
ENSMUSG00000035960	APEX1	ENSG00000100823
ENSMUSG00000096033		
ENSMUSG00000110119		
ENSMUSG00000108433		
ENSMUSG00000095563		
ENSMUSG00000092286		
ENSMUSG00000083182		
ENSMUSG00000038506	DCUN1D2	ENSG00000150401
ENSMUSG00000054827		
ENSMUSG00000028572	HOOK1	ENSG00000134709
ENSMUSG00000100458		
ENSMUSG00000102666		
ENSMUSG00000108786		
ENSMUSG00000096962		
ENSMUSG00000045815		
ENSMUSG00000102755		
ENSMUSG00000003581	RNF215	ENSG00000099999
ENSMUSG00000035305	ROR1	ENSG00000185483
ENSMUSG00000101388		
ENSMUSG00000108429		
ENSMUSG00000083294		
ENSMUSG00000097316		
ENSMUSG00000045174	AMER3	ENSG00000178171
ENSMUSG00000081136		
ENSMUSG00000108628		
ENSMUSG00000101055		
ENSMUSG00000103396		
ENSMUSG00000081736		
ENSMUSG00000104375		
ENSMUSG00000050788	OR10Z1	ENSG00000198967
ENSMUSG00000086331		
ENSMUSG00000085897		
ENSMUSG00000108153		
ENSMUSG00000039680	MRPS6	ENSG00000243927
ENSMUSG00000037395	RCOR3	ENSG00000117625
ENSMUSG00000058216		
ENSMUSG00000051003	OR1F1	ENSG00000168124
ENSMUSG00000107619		
ENSMUSG00000086385		
ENSMUSG00000018160	MED1	ENSG00000125686
ENSMUSG00000080967		
ENSMUSG00000108646		
ENSMUSG00000103626		
ENSMUSG00000026531		
ENSMUSG00000108336		
ENSMUSG00000073910	MOB3B	ENSG00000120162
ENSMUSG00000057074		
ENSMUSG00000074826	FAM103A1	ENSG00000169612
ENSMUSG00000110508		
ENSMUSG00000041301	CFTR	ENSG00000001626
ENSMUSG00000089774	SLC5A3	ENSG00000198743
ENSMUSG00000075070		
ENSMUSG00000098056		
ENSMUSG00000096686	SPIN2A	ENSG00000147059
ENSMUSG00000096686	SPIN2B	ENSG00000186787
ENSMUSG00000072653		
ENSMUSG00000021520	UQCRB	ENSG00000156467
ENSMUSG00000099505		
ENSMUSG00000054598		
ENSMUSG00000092367		
ENSMUSG00000100161		
ENSMUSG00000042993	IFNK	ENSG00000147896
ENSMUSG00000085603		
ENSMUSG00000089832	SHKBP1	ENSG00000160410
ENSMUSG00000020042	BTBD11	ENSG00000151136
ENSMUSG00000102039		
ENSMUSG00000086792		
ENSMUSG00000087016		
ENSMUSG00000036528	PPFIBP2	ENSG00000166387
ENSMUSG00000059713	RCAN3	ENSG00000117602
ENSMUSG00000081044	CHCHD4	ENSG00000163528
ENSMUSG00000021519	MTERF3	ENSG00000156469
ENSMUSG00000102668		
ENSMUSG00000079389		
ENSMUSG00000082611		
ENSMUSG00000049791	FZD4	ENSG00000174804
ENSMUSG00000103815		
ENSMUSG00000022537	TMEM44	ENSG00000145014
ENSMUSG00000104131		
ENSMUSG00000030032	WDR54	ENSG00000005448
ENSMUSG00000038279	NOP2	ENSG00000111641
ENSMUSG00000038173	ENPP6	ENSG00000164303
ENSMUSG00000079388		
ENSMUSG00000097940		
ENSMUSG00000024382	ERCC3	ENSG00000163161
ENSMUSG00000080782		
ENSMUSG00000081706		
ENSMUSG00000087478		
ENSMUSG00000048775	SERPINB13	ENSG00000197641
ENSMUSG00000083249		
ENSMUSG00000108073		
ENSMUSG00000092045		
ENSMUSG00000023861	MPC1	ENSG00000060762
ENSMUSG00000090631		
ENSMUSG00000041695	KCNJ2	ENSG00000123700
ENSMUSG00000106607		
ENSMUSG00000002949	TIMM44	ENSG00000104980
ENSMUSG00000107513		
ENSMUSG00000058638	ZNF274	ENSG00000171606
ENSMUSG00000022545	ERCC4	ENSG00000175595
ENSMUSG00000041740	RNF10	ENSG00000022840
ENSMUSG00000030323	IFT122	ENSG00000163913
ENSMUSG00000039167	ADGRL4	ENSG00000162618
ENSMUSG00000001918	SLC1A5	ENSG00000105281
ENSMUSG00000066672	OR10X1	ENSG00000279111
ENSMUSG00000021203	OTUB2	ENSG00000089723
ENSMUSG00000082272		
ENSMUSG00000082448		
ENSMUSG00000073889	IL11RA	ENSG00000137070
ENSMUSG00000081666		
ENSMUSG00000056215	LRGUK	ENSG00000155530
ENSMUSG00000086190		
ENSMUSG00000045466		
ENSMUSG00000024254	ABCG8	ENSG00000143921
ENSMUSG00000079471	RP1-302G2.5	ENSG00000262179
ENSMUSG00000070732	RBM44	ENSG00000177483
ENSMUSG00000109888		
ENSMUSG00000101720		
ENSMUSG00000100524		
ENSMUSG00000108072		
ENSMUSG00000062751	PRSS2	ENSG00000275896
ENSMUSG00000062751	PRSS3	ENSG00000010438
ENSMUSG00000062751	PRSS1	ENSG00000204983
ENSMUSG00000083114		
ENSMUSG00000066463		
ENSMUSG00000107742		
ENSMUSG00000110642		
ENSMUSG00000100611		
ENSMUSG00000022102	DOK2	ENSG00000147443
ENSMUSG00000038497	TMCO3	ENSG00000150403
ENSMUSG00000073131	VMA21	ENSG00000160131
ENSMUSG00000101138		
ENSMUSG00000102221		
ENSMUSG00000083985		
ENSMUSG00000101913		
ENSMUSG00000101939		
ENSMUSG00000100871		
ENSMUSG00000101111		
ENSMUSG00000110600		
ENSMUSG00000035785	CMTM2	ENSG00000140932
ENSMUSG00000087659		
ENSMUSG00000040565	BTAF1	ENSG00000095564
ENSMUSG00000081089		
ENSMUSG00000108416		
ENSMUSG00000024312	WDR46	ENSG00000227057
ENSMUSG00000028248	PNISR	ENSG00000132424
ENSMUSG00000059395	NKAPL	ENSG00000189134
ENSMUSG00000098036		
ENSMUSG00000078177		
ENSMUSG00000063889	CREM	ENSG00000095794
ENSMUSG00000056043	RGS9BP	ENSG00000186326
ENSMUSG00000099714		
ENSMUSG00000068748	PTPRZ1	ENSG00000106278
ENSMUSG00000107660		
ENSMUSG00000082874		
ENSMUSG00000109940		
ENSMUSG00000082606		
ENSMUSG00000102499		
ENSMUSG00000063558	AOX1	ENSG00000138356
ENSMUSG00000082991		
ENSMUSG00000109563		
ENSMUSG00000109527		
ENSMUSG00000030978	RRM1	ENSG00000167325
ENSMUSG00000022253	NADK2	ENSG00000152620
ENSMUSG00000048065	CYB5R2	ENSG00000166394
ENSMUSG00000108236		
ENSMUSG00000080767		
ENSMUSG00000102121		
ENSMUSG00000109520	OR10W1	ENSG00000172772
ENSMUSG00000110322		
ENSMUSG00000087389		
ENSMUSG00000109794		
ENSMUSG00000091845		
ENSMUSG00000097976		
ENSMUSG00000039804	NCOA5	ENSG00000124160
ENSMUSG00000103521		
ENSMUSG00000107531		
ENSMUSG00000022265	ANKH	ENSG00000154122
ENSMUSG00000081308		
ENSMUSG00000044303		
ENSMUSG00000105571		
ENSMUSG00000030101	SUMF1	ENSG00000144455
ENSMUSG00000105578		
ENSMUSG00000106048		
ENSMUSG00000106491		
ENSMUSG00000036376	ABT1	ENSG00000146109
ENSMUSG00000104672		
ENSMUSG00000099353	C12orf54	ENSG00000177627
ENSMUSG00000096875		
ENSMUSG00000105485		
ENSMUSG00000018974	SART3	ENSG00000075856
ENSMUSG00000026933	CAMSAP1	ENSG00000130559
ENSMUSG00000061601	PCLO	ENSG00000186472
ENSMUSG00000049321	ZFP2	ENSG00000198939
ENSMUSG00000104513		
ENSMUSG00000026430	RASSF5	ENSG00000266094
ENSMUSG00000102616		
ENSMUSG00000095419		
ENSMUSG00000099978		
ENSMUSG00000100540		
ENSMUSG00000103699		
ENSMUSG00000101150		
ENSMUSG00000035394	CFAP53	ENSG00000172361
ENSMUSG00000100244		
ENSMUSG00000011096	AKT1S1	ENSG00000204673
ENSMUSG00000032625	THSD7A	ENSG00000005108
ENSMUSG00000061330		
ENSMUSG00000085024		
ENSMUSG00000099595		
ENSMUSG00000101863		
ENSMUSG00000040505	ABCG5	ENSG00000138075
ENSMUSG00000099727		
ENSMUSG00000099799		
ENSMUSG00000031575	ASH2L	ENSG00000129691
ENSMUSG00000100862		
ENSMUSG00000085587		
ENSMUSG00000081701		
ENSMUSG00000054931	ZKSCAN3	ENSG00000189298
ENSMUSG00000008035	MID1IP1	ENSG00000165175
ENSMUSG00000102070		
ENSMUSG00000108226		
ENSMUSG00000081042		
ENSMUSG00000030064	FRMD4B	ENSG00000114541
ENSMUSG00000086404		
ENSMUSG00000048440		
ENSMUSG00000093429		
ENSMUSG00000044125		
ENSMUSG00000109684		
ENSMUSG00000045575	VN1R4	ENSG00000228567
ENSMUSG00000099791		
ENSMUSG00000031557	PLEKHA2	ENSG00000169499
ENSMUSG00000035437	RABGAP1	ENSG00000011454
ENSMUSG00000104098		
ENSMUSG00000102464		
ENSMUSG00000099999		
ENSMUSG00000101473		
ENSMUSG00000085845		
ENSMUSG00000111655		
ENSMUSG00000027168	PAX6	ENSG00000007372
ENSMUSG00000078139	ISCA1	ENSG00000135070
ENSMUSG00000056836		
ENSMUSG00000111548		
ENSMUSG00000071494		
ENSMUSG00000039710		
ENSMUSG00000101153		
ENSMUSG00000041737	TMEM45B	ENSG00000151715
ENSMUSG00000101753		
ENSMUSG00000100539		
ENSMUSG00000109511	NUP62	ENSG00000213024
ENSMUSG00000027016	ZNF385B	ENSG00000144331
ENSMUSG00000028126	PIP5K1A	ENSG00000143398
ENSMUSG00000033088	TRIOBP	ENSG00000100106
ENSMUSG00000100073		
ENSMUSG00000101729		
ENSMUSG00000100223		
ENSMUSG00000052192		
ENSMUSG00000100772		
ENSMUSG00000095056		
ENSMUSG00000052133	SEMA5B	ENSG00000082684
ENSMUSG00000075185	OR8K3	ENSG00000280314
ENSMUSG00000017652	CD40	ENSG00000101017
ENSMUSG00000092230		
ENSMUSG00000105031		
ENSMUSG00000111468		
ENSMUSG00000038569	RAD9B	ENSG00000151164
ENSMUSG00000103654		
ENSMUSG00000037627	RGS22	ENSG00000132554
ENSMUSG00000086987		
ENSMUSG00000109311		
ENSMUSG00000020428	GABRA6	ENSG00000145863
ENSMUSG00000056418		
ENSMUSG00000058670	DMTF1	ENSG00000135164
ENSMUSG00000074141	IL4I1	ENSG00000104951
ENSMUSG00000111693		
ENSMUSG00000107422		
ENSMUSG00000103653		
ENSMUSG00000053289	DDX10	ENSG00000178105
ENSMUSG00000082772		
ENSMUSG00000083332		
ENSMUSG00000083794		
ENSMUSG00000028236	SDR16C5	ENSG00000170786
ENSMUSG00000098189		
ENSMUSG00000045948	MRPS12	ENSG00000128626
ENSMUSG00000090059	OR8J3	ENSG00000167822
ENSMUSG00000090059	OR8J1	ENSG00000172487
ENSMUSG00000024430	CABYR	ENSG00000154040
ENSMUSG00000106411		
ENSMUSG00000081639		
ENSMUSG00000098233		
ENSMUSG00000082690		
ENSMUSG00000091148		
ENSMUSG00000104625		
ENSMUSG00000103465		
ENSMUSG00000028584	LRRC38	ENSG00000162494
ENSMUSG00000070583		
ENSMUSG00000037058	PAIP2	ENSG00000120727
ENSMUSG00000103279		
ENSMUSG00000091418		
ENSMUSG00000079386		
ENSMUSG00000051146	CAMK2N2	ENSG00000163888
ENSMUSG00000050192	EIF5A2	ENSG00000163577
ENSMUSG00000084117		
ENSMUSG00000004885	CRABP2	ENSG00000143320
ENSMUSG00000003923	TFAM	ENSG00000108064
ENSMUSG00000079392		
ENSMUSG00000081792		
ENSMUSG00000083875		
ENSMUSG00000102544		
ENSMUSG00000005410	MCM5	ENSG00000100297
ENSMUSG00000101075		
ENSMUSG00000060152	POP5	ENSG00000167272
ENSMUSG00000007617	HOMER1	ENSG00000152413
ENSMUSG00000100375		
ENSMUSG00000083624		
ENSMUSG00000051234	RNF7	ENSG00000114125
ENSMUSG00000081428		
ENSMUSG00000071019		
ENSMUSG00000086124		
ENSMUSG00000094484		
ENSMUSG00000096856		
ENSMUSG00000099421		
ENSMUSG00000107023	RP11-2C24.9	ENSG00000282034
ENSMUSG00000107023	SRCAP	ENSG00000080603
ENSMUSG00000083909		
ENSMUSG00000101511		
ENSMUSG00000093380		
ENSMUSG00000028476	RECK	ENSG00000122707
ENSMUSG00000093658		
ENSMUSG00000110878		
ENSMUSG00000063253	SCOC	ENSG00000153130
ENSMUSG00000047879	USP14	ENSG00000101557
ENSMUSG00000107772		
ENSMUSG00000038582	PPTC7	ENSG00000196850
ENSMUSG00000038539	ATF5	ENSG00000169136
ENSMUSG00000020493	PRR11	ENSG00000068489
ENSMUSG00000024354	SLC23A1	ENSG00000170482
ENSMUSG00000101479		
ENSMUSG00000080995		
ENSMUSG00000041805	PRAMEF15	ENSG00000204501
ENSMUSG00000041805	PRAMEF20	ENSG00000204478
ENSMUSG00000041805	PRAMEF9	ENSG00000204505
ENSMUSG00000041805	PRAMEF14	ENSG00000204481
ENSMUSG00000041805	PRAMEF5	ENSG00000270601
ENSMUSG00000041805	PRAMEF2	ENSG00000120952
ENSMUSG00000041805	PRAMEF19	ENSG00000204480
ENSMUSG00000041805	PRAMEF10	ENSG00000187545
ENSMUSG00000041805	PRAMEF6	ENSG00000232423
ENSMUSG00000041805	PRAMEF1	ENSG00000116721
ENSMUSG00000041805	PRAMEF27	ENSG00000274764
ENSMUSG00000041805	PRAMEF4	ENSG00000243073
ENSMUSG00000041805	PRAMEF7	ENSG00000204510
ENSMUSG00000041805	PRAMEF11	ENSG00000239810
ENSMUSG00000041805	PRAMEF26	ENSG00000280267
ENSMUSG00000041805	PRAMEF17	ENSG00000204479
ENSMUSG00000041805	PRAMEF25	ENSG00000229571
ENSMUSG00000041805	PRAMEF12	ENSG00000116726
ENSMUSG00000041805	PRAMEF18	ENSG00000279804
ENSMUSG00000041805	PRAMEF8	ENSG00000182330
ENSMUSG00000107618		
ENSMUSG00000000706	BTN1A1	ENSG00000124557
ENSMUSG00000038718	PBX3	ENSG00000167081
ENSMUSG00000081055		
ENSMUSG00000082407		
ENSMUSG00000066224	ARID3C	ENSG00000205143
ENSMUSG00000108027		
ENSMUSG00000038725	PKHD1L1	ENSG00000205038
ENSMUSG00000025532	CRCP	ENSG00000241258
ENSMUSG00000037326	CAPN15	ENSG00000103326
ENSMUSG00000049339	FAM134A	ENSG00000144567
ENSMUSG00000087455		
ENSMUSG00000039672	KCNE2	ENSG00000159197
ENSMUSG00000024857	CABP2	ENSG00000167791
ENSMUSG00000087636		
ENSMUSG00000038733	WDR26	ENSG00000162923
ENSMUSG00000057163	PRSS2	ENSG00000275896
ENSMUSG00000057163	PRSS3	ENSG00000010438
ENSMUSG00000057163	PRSS1	ENSG00000204983
ENSMUSG00000096795		
ENSMUSG00000089685		
ENSMUSG00000083276		
ENSMUSG00000086289		
ENSMUSG00000069733	UBE2U	ENSG00000177414
ENSMUSG00000055540	EPHA6	ENSG00000080224
ENSMUSG00000038520	TBC1D17	ENSG00000104946
ENSMUSG00000087357		
ENSMUSG00000110148		
ENSMUSG00000053877	RP11-2C24.9	ENSG00000282034
ENSMUSG00000053877	SRCAP	ENSG00000080603
ENSMUSG00000083627		
ENSMUSG00000101249		
ENSMUSG00000095668		
ENSMUSG00000036078	SIGMAR1	ENSG00000147955
ENSMUSG00000037406	HTRA4	ENSG00000169495
ENSMUSG00000093453		
ENSMUSG00000076483		
ENSMUSG00000066158		
ENSMUSG00000101806		
ENSMUSG00000040231	SYNGR4	ENSG00000105467
ENSMUSG00000109536		
ENSMUSG00000102920		
ENSMUSG00000109122		
ENSMUSG00000046862		
ENSMUSG00000076484		
ENSMUSG00000075227	ZNHIT2	ENSG00000174276
ENSMUSG00000000948	RP11-701H24.9	ENSG00000214265
ENSMUSG00000000948	SNURF	ENSG00000273173
ENSMUSG00000074311		
ENSMUSG00000003033	AP1M1	ENSG00000072958
ENSMUSG00000086752		
ENSMUSG00000028910	MECR	ENSG00000116353
ENSMUSG00000109810		
ENSMUSG00000100826		
ENSMUSG00000081088		
ENSMUSG00000085871		
ENSMUSG00000083039		
ENSMUSG00000092054		
ENSMUSG00000101632		
ENSMUSG00000090865		
ENSMUSG00000085324		
ENSMUSG00000097934		
ENSMUSG00000099528		
ENSMUSG00000014602	KIF1A	ENSG00000130294
ENSMUSG00000096304		
ENSMUSG00000076485		
ENSMUSG00000104288		
ENSMUSG00000091550		
ENSMUSG00000029701	RBM28	ENSG00000106344
ENSMUSG00000059503	OR10X1	ENSG00000279111
ENSMUSG00000102080		
ENSMUSG00000081643		
ENSMUSG00000058626	CAPN11	ENSG00000137225
ENSMUSG00000034006	PQLC1	ENSG00000122490
ENSMUSG00000025727	PRR35	ENSG00000161992
ENSMUSG00000050865	OR10Q1	ENSG00000180475
ENSMUSG00000099525		
ENSMUSG00000083063		
ENSMUSG00000111306	OR8K3	ENSG00000280314
ENSMUSG00000090802		
ENSMUSG00000014177	TVP23B	ENSG00000171928
ENSMUSG00000063882	UQCRH	ENSG00000173660
ENSMUSG00000063882	UQCRHL	ENSG00000233954
ENSMUSG00000092500		
ENSMUSG00000084908		
ENSMUSG00000100749		
ENSMUSG00000092488		
ENSMUSG00000079262	SLCO1A2	ENSG00000084453
ENSMUSG00000051509	OR6P1	ENSG00000186440
